,record,category,class,pack,name,altName,id
511,records\xpack2\item\equipmentarmor\torso\mi_n_nerthusshaman.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_nerthusshaman,Coat of the Chosen,Armor_Coat_Of_The_Chosen
512,records\xpack2\item\equipmentarmor\torso\mi_e_nerthusshaman.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_nerthusshaman,Coat of the Chosen,Armor_Coat_Of_The_Chosen_1
513,records\xpack2\item\equipmentarmor\torso\mi_l_nerthusshaman.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_nerthusshaman,Coat of the Chosen,Armor_Coat_Of_The_Chosen_2
514,records\item\equipmentarmor\us_l_conqueror'spanoply.dbr,Armor,ArmorProtective_UpperBody,Original,us_l_conqueror'spanoply,Conqueror's Plate,Armor_Conquerors_Plate
515,records\xpack3\items\equipmentarmor\torso\mi_n_coralguardianmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_coralguardianmage,,Armor_Coralguardianmage
516,records\xpack3\items\equipmentarmor\torso\mi_e_coralguardianmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_coralguardianmage,,Armor_Coralguardianmage_1
517,records\xpack3\items\equipmentarmor\torso\mi_l_coralguardianmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_coralguardianmage,,Armor_Coralguardianmage_2
518,records\xpack3\items\equipmentarmor\torso\mi_n_coralguardianmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_coralguardianmelee,,Armor_Coralguardianmelee
519,records\xpack3\items\equipmentarmor\torso\mi_e_coralguardianmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_coralguardianmelee,,Armor_Coralguardianmelee_1
520,records\xpack3\items\equipmentarmor\torso\mi_l_coralguardianmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_coralguardianmelee,,Armor_Coralguardianmelee_2
521,records\xpack2\item\equipmentarmor\torso\usm_l_freyja.dbr,Armor,ArmorProtective_UpperBody,xpack2,usm_l_freyja,Corselet of Freyja,Armor_Corselet_Of_Freyja
522,records\item\equipmentarmor\u_n_coverofnight.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_coverofnight,Cover of Night,Armor_Cover_Of_Night
523,records\xpack3\items\equipmentarmor\torso\mi_n_crabmanmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_crabmanmelee,,Armor_Crabmanmelee
524,records\xpack3\items\equipmentarmor\torso\mi_e_crabmanmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_crabmanmelee,,Armor_Crabmanmelee_1
525,records\xpack3\items\equipmentarmor\torso\mi_l_crabmanmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_crabmanmelee,,Armor_Crabmanmelee_2
526,records\xpack3\items\equipmentarmor\torso\u_l_set04.dbr,Armor,ArmorProtective_UpperBody,xpack3,u_l_set04,Cretaceous Spikes,Armor_Cretaceous_Spikes
527,records\item\equipmentarmor\us_e_crystallinearray.dbr,Armor,ArmorProtective_UpperBody,Original,us_e_crystallinearray,Crystalline Armor,Armor_Crystalline_Armor
528,records\item\equipmentarmor\u_e_cuirassofretribution.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_cuirassofretribution,Cuirass of Retribution,Armor_Cuirass_Of_Retribution
529,records\xpack\item\equipmentarmor\torso\z_us01.dbr,Armor,ArmorProtective_UpperBody,xpack,z_us01,Cuirass of the Great Merchant,Armor_Cuirass_Of_The_Great_Merchant
530,records\xpack2\item\equipmentarmor\torso\u_e_05.dbr,Armor,ArmorProtective_UpperBody,xpack2,u_e_05,Cuirass of Viridomarus,Armor_Cuirass_Of_Viridomarus
531,records\item\equipmentarmor\u_n_daevos'cuirass.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_daevos'cuirass,Daevos' Cuirass,Armor_Daevos_Cuirass
532,records\xpack3\items\equipmentarmor\torso\um_l_01.dbr,Armor,ArmorProtective_UpperBody,xpack3,um_l_01,Dark Shroud of Lete,Armor_Dark_Shroud_Of_Lete
533,records\xpack\item\equipmentarmor\torso\um_n_003.dbr,Armor,ArmorProtective_UpperBody,xpack,um_n_003,Darkseer,Armor_Darkseer
534,records\item\equipmentarmor\mi_e_arachnos.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_arachnos,Deathweaver's Chitin,Armor_Deathweavers_Chitin
535,records\item\equipmentarmor\mi_l_arachnos.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_arachnos,Deathweaver's Chitin,Armor_Deathweavers_Chitin_1
536,records\xpack\item\equipmentarmor\torso\z_sleuth01.dbr,Armor,ArmorProtective_UpperBody,xpack,z_sleuth01,Detective's Greatcoat,Armor_Detectives_Greatcoat
537,records\item\equipmentarmor\um_e_diogenes'chiton.dbr,Armor,ArmorProtective_UpperBody,Original,um_e_diogenes'chiton,Diogenes' Chiton,Armor_Diogenes_Chiton
538,records\xpack\item\equipmentarmor\torso\us_e_002.dbr,Armor,ArmorProtective_UpperBody,xpack,us_e_002,Diomedes' Breastplate,Armor_Diomedes_Breastplate
539,records\item\equipmentarmor\u_l_dionysus'jerkin.dbr,Armor,ArmorProtective_UpperBody,Original,u_l_dionysus'jerkin,Dionysus' Jerkin,Armor_Dionysus_Jerkin
540,records\item\equipmentarmor\u_e_do-maru.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_do-maru,Do-Maru,Armor_Do_maru
541,records\item\equipmentarmor\mi_n_dragonian.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_dragonian,,Armor_Dragonian
542,records\xpack4\item\equipmentarmor\torso\us_l_dragonkingslamellar.dbr,Armor,ArmorProtective_UpperBody,xpack4,us_l_dragonkingslamellar,,Armor_Dragonkingslamellar
543,records\xpack\item\equipmentarmor\torso\usm_e_001.dbr,Armor,ArmorProtective_UpperBody,xpack,usm_e_001,Dreamweaver's Vestment,Armor_Dreamweavers_Vestment
544,records\item\equipmentarmor\usm_e_habilimentsofthedruid.dbr,Armor,ArmorProtective_UpperBody,Original,usm_e_habilimentsofthedruid,Druid's Vestment,Armor_Druids_Vestment
545,records\item\equipmentarmor\mi_n_duneraider.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_duneraider,,Armor_Duneraider
546,records\item\equipmentarmor\mi_n_duneraiderb.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_duneraiderb,,Armor_Duneraiderb
547,records\xpack3\items\equipmentarmor\torso\mi_n_embalmedpriestmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_embalmedpriestmage,,Armor_Embalmedpriestmage
548,records\xpack3\items\equipmentarmor\torso\mi_e_embalmedpriestmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_embalmedpriestmage,,Armor_Embalmedpriestmage_1
549,records\xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_embalmedpriestmage,,Armor_Embalmedpriestmage_2
550,records\xpack3\items\equipmentarmor\torso\mi_n_embalmedpriestmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_embalmedpriestmelee,,Armor_Embalmedpriestmelee
551,records\xpack3\items\equipmentarmor\torso\mi_e_embalmedpriestmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_embalmedpriestmelee,,Armor_Embalmedpriestmelee_1
552,records\xpack3\items\equipmentarmor\torso\mi_l_embalmedpriestmelee.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_embalmedpriestmelee,,Armor_Embalmedpriestmelee_2
553,records\xpack\item\equipmentarmor\torso\mi_n_empusamage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_empusamage,,Armor_Empusamage
554,records\item\equipmentarmor\mi_e_boarman.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_boarman,Enforcer's Cuirass,Armor_Enforcers_Cuirass
555,records\item\equipmentarmor\mi_l_boarman.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_boarman,Enforcer's Cuirass,Armor_Enforcers_Cuirass_1
556,records\item\equipmentarmor\um_n_ephor's garb.dbr,Armor,ArmorProtective_UpperBody,Original,um_n_ephor's garb,Ephor's Garb,Armor_Ephors_Garb
557,records\item\equipmentarmor\mi_e_wraith.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_wraith,Ethereal Cage,Armor_Ethereal_Cage
558,records\item\equipmentarmor\mi_l_wraith.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_wraith,Ethereal Cage,Armor_Ethereal_Cage_1
559,records\item\equipmentarmor\u_e_etruscancuirass.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_etruscancuirass,Etruscan Cuirass,Armor_Etruscan_Cuirass
560,records\item\equipmentarmor\mi_e_tropicalarachnos.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_tropicalarachnos,Exotic Armor,Armor_Exotic_Armor
561,records\item\equipmentarmor\mi_l_tropicalarachnos.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_tropicalarachnos,Exotic Armor,Armor_Exotic_Armor_1
562,records\xpack4\item\equipmentarmor\torso\u_l_faithfulservice.dbr,Armor,ArmorProtective_UpperBody,xpack4,u_l_faithfulservice,,Armor_Faithfulservice
563,records\xpack2\item\equipmentarmor\torso\u_e_02.dbr,Armor,ArmorProtective_UpperBody,xpack2,u_e_02,Falcon Cape,Armor_Falcon_Cape
564,records\xpack3\items\equipmentarmor\torso\um_e_01.dbr,Armor,ArmorProtective_UpperBody,xpack3,um_e_01,Fata Morgana,Armor_Fata_Morgana
565,records\item\equipmentarmor\um_l_fengxao'smeditationrobes.dbr,Armor,ArmorProtective_UpperBody,Original,um_l_fengxao'smeditationrobes,Feng Xao's Meditation Robes,Armor_Feng_Xaos_Meditation_Robes
566,records\item\equipmentarmor\u_l_ferrusgnosi.dbr,Armor,ArmorProtective_UpperBody,Original,u_l_ferrusgnosi,Ferrus Gnosi,Armor_Ferrus_Gnosi
567,records\item\equipmentarmor\um_n_fireblossom.dbr,Armor,ArmorProtective_UpperBody,Original,um_n_fireblossom,Fire Blossom,Armor_Fire_Blossom
568,records\item\equipmentarmor\u_n_flameskin.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_flameskin,Flame Skin,Armor_Flame_Skin
569,records\xpack\item\equipmentarmor\torso\mi_n_formicidmage01.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmage01,,Armor_Formicidmage01
570,records\xpack\item\equipmentarmor\torso\mi_n_formicidmage02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmage02,,Armor_Formicidmage02
571,records\xpack\item\equipmentarmor\torso\mi_n_formicidmelee01.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmelee01,,Armor_Formicidmelee01
572,records\xpack\item\equipmentarmor\torso\mi_n_formicidmelee02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_formicidmelee02,,Armor_Formicidmelee02
573,records\item\equipmentarmor\us_e_legendoffuxi.dbr,Armor,ArmorProtective_UpperBody,Original,us_e_legendoffuxi,Fu Xi's Armored Chest,Armor_Fu_Xis_Armored_Chest
574,records\item\equipmentarmor\um_e_galesong.dbr,Armor,ArmorProtective_UpperBody,Original,um_e_galesong,Galesong,Armor_Galesong
575,records\item\equipmentarmor\u_n_galioncuirass.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_galioncuirass,Galion Cuirass,Armor_Galion_Cuirass
576,records\item\equipmentarmor\us_n_gebeltjauti.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_gebeltjauti,Garb of the Scorpion King,Armor_Garb_Of_The_Scorpion_King
577,records\xpack\item\equipmentarmor\torso\mi_n_gigantesmelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_gigantesmelee,,Armor_Gigantesmelee
578,records\xpack\item\equipmentarmor\torso\mi_n_gigantesmelee02.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_gigantesmelee02,,Armor_Gigantesmelee02
579,records\item\equipmentarmor\u_e_gildanthar.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_gildanthar,Gildanthar,Armor_Gildanthar
580,records\item\equipmentarmor\u_n_glaevin'sbreastplate.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_glaevin'sbreastplate,Glaevin's Breastplate,Armor_Glaevins_Breastplate
581,records\xpack\item\equipmentarmor\torso\um_l_002.dbr,Armor,ArmorProtective_UpperBody,xpack,um_l_002,Glykon Acolyte's Robe,Armor_Glykon_Acolytes_Robe
582,records\item\equipmentarmor\mi_n_goldenskeleton.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_goldenskeleton,,Armor_Goldenskeleton
583,records\item\equipmentarmor\mi_n_gorgonarcher.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_gorgonarcher,,Armor_Gorgonarcher
584,records\item\equipmentarmor\mi_n_gorgonmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_gorgonmelee,,Armor_Gorgonmelee
585,records\xpack4\item\equipmentarmor\torso\us_l_guanyustorsoofvalor.dbr,Armor,ArmorProtective_UpperBody,xpack4,us_l_guanyustorsoofvalor,,Armor_Guanyustorsoofvalor
586,records\xpack3\items\equipmentarmor\torso\um_e_set05.dbr,Armor,ArmorProtective_UpperBody,xpack3,um_e_set05,Hadopelagian Coat,Armor_Hadopelagian_Coat
587,records\xpack\item\equipmentarmor\torso\us_e_004.dbr,Armor,ArmorProtective_UpperBody,xpack,us_e_004,Harbinger's Breastplate,Armor_Harbingers_Breastplate
588,records\xpack2\item\equipmentarmor\torso\us_l_hornedgod.dbr,Armor,ArmorProtective_UpperBody,xpack2,us_l_hornedgod,Harness of Cernunnos,Armor_Harness_Of_Cernunnos
589,records\item\equipmentarmor\u_n_harnessofcommand.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_harnessofcommand,Harness of Command,Armor_Harness_Of_Command
590,records\xpack2\item\equipmentarmor\torso\mi_n_einherjar.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_einherjar,Harness of Valhöll,Armor_Harness_Of_Valh_ll
591,records\xpack2\item\equipmentarmor\torso\mi_e_einherjar.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_einherjar,Harness of Valhöll,Armor_Harness_Of_Valh_ll_1
592,records\xpack2\item\equipmentarmor\torso\mi_l_einherjar.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_einherjar,Harness of Valhöll,Armor_Harness_Of_Valh_ll_2
593,records\item\equipmentarmor\u_n_heartofthemountain.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_heartofthemountain,Heart of the Mountain,Armor_Heart_Of_The_Mountain
594,records\xpack3\items\equipmentarmor\torso\um_e_02.dbr,Armor,ArmorProtective_UpperBody,xpack3,um_e_02,Herbalist's Jerkin,Armor_Herbalists_Jerkin
595,records\xpack3\items\equipmentarmor\torso\mi_n_hesperidemage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_n_hesperidemage,,Armor_Hesperidemage
596,records\xpack3\items\equipmentarmor\torso\mi_e_hesperidemage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_e_hesperidemage,,Armor_Hesperidemage_1
597,records\xpack3\items\equipmentarmor\torso\mi_l_hesperidemage.dbr,Armor,ArmorProtective_UpperBody,xpack3,mi_l_hesperidemage,,Armor_Hesperidemage_2
598,records\item\equipmentarmor\u_e_hippocrates'vest.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_hippocrates'vest,Hippocrates' Vest,Armor_Hippocrates_Vest
599,records\xpack\item\equipmentarmor\torso\mi_e_machaemelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_e_machaemelee,Homados,Armor_Homados
600,records\xpack\item\equipmentarmor\torso\mi_l_machaemelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_l_machaemelee,Homados,Armor_Homados_1
601,records\item\equipmentarmor\u_l_horus'refuge.dbr,Armor,ArmorProtective_UpperBody,Original,u_l_horus'refuge,Horus' Refuge,Armor_Horus_Refuge
602,records\xpack4\item\equipmentarmor\torso\us_l_huangdistorsoofmight.dbr,Armor,ArmorProtective_UpperBody,xpack4,us_l_huangdistorsoofmight,,Armor_Huangdistorsoofmight
603,records\item\equipmentarmor\us_e_hunter'sarmor.dbr,Armor,ArmorProtective_UpperBody,Original,us_e_hunter'sarmor,Hunter's Armor,Armor_Hunters_Armor
604,records\item\equipmentarmor\us_l_huoqubing'srelics.dbr,Armor,ArmorProtective_UpperBody,Original,us_l_huoqubing'srelics,Huo Qubing's Cuirass,Armor_Huo_Qubings_Cuirass
605,records\item\equipmentarmor\u_n_huoquiaoarmor.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_huoquiaoarmor,Huo Quiao Armor,Armor_Huo_Quiao_Armor
606,records\item\equipmentarmor\u_n_hyperiancuirass.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_hyperiancuirass,Hyperian Cuirass,Armor_Hyperian_Cuirass
607,records\xpack2\item\equipmentarmor\torso\mi_n_fjordmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_fjordmelee,Icescale Armor,Armor_Icescale_Armor
608,records\xpack2\item\equipmentarmor\torso\mi_e_fjordmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_fjordmelee,Icescale Armor,Armor_Icescale_Armor_1
609,records\xpack2\item\equipmentarmor\torso\mi_l_fjordmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_fjordmelee,Icescale Armor,Armor_Icescale_Armor_2
610,records\item\equipmentarmor\mi_e_ichthianmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_ichthianmelee,Ichthian Aegis,Armor_Ichthian_Aegis
611,records\item\equipmentarmor\mi_l_ichthianmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_ichthianmelee,Ichthian Aegis,Armor_Ichthian_Aegis_1
612,records\item\equipmentarmor\mi_e_ichthianmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_ichthianmage,Ichthian Oracle's Vestment,Armor_Ichthian_Oracles_Vestment
613,records\item\equipmentarmor\mi_l_ichthianmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_ichthianmage,Ichthian Oracle's Vestment,Armor_Ichthian_Oracles_Vestment_1
614,records\item\equipmentarmor\mi_n_ichthianmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ichthianmage,,Armor_Ichthianmage
615,records\item\equipmentarmor\mi_n_ichthianmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_ichthianmelee,,Armor_Ichthianmelee
616,records\xpack4\item\equipmentarmor\torso\mi_l_ichtian_torso_mage_01.dbr,Armor,ArmorProtective_UpperBody,xpack4,mi_l_ichtian_torso_mage_01,,Armor_Ichtian_Torso_Mage_01
617,records\item\equipmentarmor\us_n_imperialraiment.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_imperialraiment,Imperial Armor,Armor_Imperial_Armor
618,records\item\equipmentarmor\um_l_iris'scintillatingrobes.dbr,Armor,ArmorProtective_UpperBody,Original,um_l_iris'scintillatingrobes,Iris' Scintillating Robes,Armor_Iris_Scintillating_Robes
619,records\item\equipmentarmor\u_n_ironskinsuit.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_ironskinsuit,Ironskin Suit,Armor_Ironskin_Suit
620,records\xpack\item\equipmentarmor\torso\mi_e_lamiamelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_e_lamiamelee,Ismene's Cuirass,Armor_Ismenes_Cuirass
621,records\xpack\item\equipmentarmor\torso\mi_l_lamiamelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_l_lamiamelee,Ismene's Cuirass,Armor_Ismenes_Cuirass_1
622,records\item\equipmentarmor\mi_n_jackalmanmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_jackalmanmage,,Armor_Jackalmanmage
623,records\item\equipmentarmor\mi_n_jackalmanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_n_jackalmanmelee,,Armor_Jackalmanmelee
624,records\item\equipmentarmor\mi_e_jackalmanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_jackalmanmelee,Jackal's Harness,Armor_Jackals_Harness
625,records\item\equipmentarmor\mi_l_jackalmanmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_jackalmanmelee,Jackal's Harness,Armor_Jackals_Harness_1
626,records\item\equipmentarmor\us_n_prideofthejadepalace.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_prideofthejadepalace,Jade Breastplate,Armor_Jade_Breastplate
627,records\xpack2\item\equipmentarmor\torso\mi_n_kelpie.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_kelpie,Kelpie Cuisse,Armor_Kelpie_Cuisse
628,records\xpack2\item\equipmentarmor\torso\mi_e_kelpie.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_kelpie,Kelpie Cuisse,Armor_Kelpie_Cuisse_1
629,records\xpack2\item\equipmentarmor\torso\mi_l_kelpie.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_kelpie,Kelpie Cuisse,Armor_Kelpie_Cuisse_2
630,records\xpack\item\equipmentarmor\torso\mi_n_keresmage.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_keresmage,,Armor_Keresmage
631,records\xpack\item\equipmentarmor\torso\mi_n_keresmelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_keresmelee,,Armor_Keresmelee
632,records\item\equipmentarmor\u_e_kherhebvestment.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_kherhebvestment,Kher Heb Vestment,Armor_Kher_Heb_Vestment
633,records\xpack4\item\equipmentarmor\torso\us_l_kiyasbreastplateofaten.dbr,Armor,ArmorProtective_UpperBody,xpack4,us_l_kiyasbreastplateofaten,,Armor_Kiyasbreastplateofaten
634,records\item\equipmentarmor\u_e_kondorangirdle.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_kondorangirdle,Kondoran Girdle,Armor_Kondoran_Girdle
635,records\item\equipmentarmor\us_n_labyrinthinearmor.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_labyrinthinearmor,Labyrinthine Cuirass,Armor_Labyrinthine_Cuirass
636,records\xpack\item\equipmentarmor\torso\mi_n_lamiamelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_lamiamelee,,Armor_Lamiamelee
637,records\xpack2\item\equipmentarmor\torso\u_e_06.dbr,Armor,ArmorProtective_UpperBody,xpack2,u_e_06,Layered Corselet,Armor_Layered_Corselet
638,records\item\equipmentarmor\us_n_lazarusarmor.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_lazarusarmor,Lazarus Platemail,Armor_Lazarus_Platemail
639,records\xpack\item\equipmentarmor\torso\us_l_001.dbr,Armor,ArmorProtective_UpperBody,xpack,us_l_001,Legionnaire's Breastplate,Armor_Legionnaires_Breastplate
640,records\item\equipmentarmor\u_e_lifeshroud.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_lifeshroud,Lifeshroud,Armor_Lifeshroud
641,records\item\equipmentarmor\u_n_lorencuirass.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_lorencuirass,Lo Ren Cuirass,Armor_Lo_Ren_Cuirass
642,records\xpack3\items\equipmentarmor\torso\u_l_02.dbr,Armor,ArmorProtective_UpperBody,xpack3,u_l_02,Lorica of the Waves,Armor_Lorica_Of_The_Waves
643,records\item\equipmentarmor\mi_e_jackalmanmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_jackalmanmage,Lupine Vestment,Armor_Lupine_Vestment
644,records\item\equipmentarmor\mi_l_jackalmanmage.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_jackalmanmage,Lupine Vestment,Armor_Lupine_Vestment_1
645,records\xpack\item\equipmentarmor\torso\mi_n_machaemelee.dbr,Armor,ArmorProtective_UpperBody,xpack,mi_n_machaemelee,,Armor_Machaemelee
646,records\item\equipmentarmor\u_e_magma.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_magma,Magma,Armor_Magma
647,records\item\equipmentarmor\us_n_safeguardofthemantis.dbr,Armor,ArmorProtective_UpperBody,Original,us_n_safeguardofthemantis,Mantis Plate,Armor_Mantis_Plate
648,records\item\equipmentarmor\um_l_mantleofamunra.dbr,Armor,ArmorProtective_UpperBody,Original,um_l_mantleofamunra,Mantle of Amun-Ra,Armor_Mantle_Of_Amun_ra
649,records\item\equipmentarmor\u_n_mantleofevisceration.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_mantleofevisceration,Mantle of Evisceration,Armor_Mantle_Of_Evisceration
650,records\item\equipmentarmor\u_n_mantleofpanacea.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_mantleofpanacea,Mantle of Panacea,Armor_Mantle_Of_Panacea
651,records\item\equipmentarmor\u_e_mantleofsajun.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_mantleofsajun,Mantle of Sa'jun,Armor_Mantle_Of_Sajun
652,records\item\equipmentarmor\u_e_mantleofthesecretos.dbr,Armor,ArmorProtective_UpperBody,Original,u_e_mantleofthesecretos,Mantle of the Secretos,Armor_Mantle_Of_The_Secretos
653,records\xpack4\item\equipmentarmor\torso\u_l_mantleofthemedjai.dbr,Armor,ArmorProtective_UpperBody,xpack4,u_l_mantleofthemedjai,,Armor_Mantleofthemedjai
654,records\item\equipmentarmor\mi_e_neanderthalmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_neanderthalmelee,Marauder's Girdle,Armor_Marauders_Girdle
655,records\item\equipmentarmor\mi_l_neanderthalmelee.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_neanderthalmelee,Marauder's Girdle,Armor_Marauders_Girdle_1
656,records\item\equipmentarmor\u_n_maron'sgarment.dbr,Armor,ArmorProtective_UpperBody,Original,u_n_maron'sgarment,Maron's Garment,Armor_Marons_Garment
657,records\xpack2\item\equipmentarmor\torso\mi_n_dvergrmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_dvergrmelee,Master Forge Cuirass,Armor_Master_Forge_Cuirass
658,records\xpack2\item\equipmentarmor\torso\mi_e_dvergrmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_dvergrmelee,Master Forge Cuirass,Armor_Master_Forge_Cuirass_1
659,records\xpack2\item\equipmentarmor\torso\mi_l_dvergrmelee.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_dvergrmelee,Master Forge Cuirass,Armor_Master_Forge_Cuirass_2
660,records\xpack2\item\equipmentarmor\torso\mi_n_dvergrmage.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_n_dvergrmage,Master Seer Robe,Armor_Master_Seer_Robe
661,records\xpack2\item\equipmentarmor\torso\mi_e_dvergrmage.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_e_dvergrmage,Master Seer Robe,Armor_Master_Seer_Robe_1
662,records\xpack2\item\equipmentarmor\torso\mi_l_dvergrmage.dbr,Armor,ArmorProtective_UpperBody,xpack2,mi_l_dvergrmage,Master Seer Robe,Armor_Master_Seer_Robe_2
663,records\item\equipmentarmor\mi_e_telkine.dbr,Armor,ArmorProtective_UpperBody,Original,mi_e_telkine,Megalesios' Veil,Armor_Megalesios_Veil
664,records\item\equipmentarmor\mi_l_telkine.dbr,Armor,ArmorProtective_UpperBody,Original,mi_l_telkine,Megalesios' Veil,Armor_Megalesios_Veil_1
665,records\xpack2\item\equipmentarmor\torso\us_l_donarsmight.dbr,Armor,ArmorProtective_UpperBody,xpack2,us_l_donarsmight,Megingjörd,Armor_Megingj_rd
