Difficulty,Affix Type,Affix,"% Affix weight
(inside rand table)","% Affix drop chance
(all rand tables)","Table
DB Record","Randomizer
DB Record",dbr,pack,record
Epic,Suffix,of Barbs,2.7347310847766604,0.182315405651778,xpack/torsomage_e04.dbr,retaliation_pierce_03.dbr,retaliation_pierce_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_pierce_03.dbr
Epic,Suffix,of Adroitness,10.027347310847802,0.6684898207231851,xpack/torsomage_e04.dbr,character_attributedexterity_04.dbr,character_attributedexterity_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributedexterity_04.dbr
Epic,Suffix,of Vengeance,3.6463081130355497,0.243087207535703,xpack/torsomage_e04.dbr,retaliation_leechlife_03.dbr,retaliation_leechlife_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\retaliation_leechlife_03.dbr
Epic,Suffix,of Mastery,1.3673655423883302,0.0911577028258888,xpack/torsomage_e04.dbr,character_abilitydefensive_06.dbr,character_abilitydefensive_06.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_06.dbr
Epic,Suffix,of Immortality,0.911577028258888,0.0607718018839258,xpack/torsomage_e04.dbr,character_attributelife_06.dbr,character_attributelife_06.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_06.dbr
Epic,Suffix,of Respite,0.72926162260711,0.0486174415071407,xpack/torsomage_e04.dbr,xpack/rare_chancetoresistall_03.dbr,rare_chancetoresistall_03.dbr,xpack,records\xpack\item\lootmagicalaffixes\Suffix\default\rare_chancetoresistall_03.dbr
Epic,Suffix,of Power,0.911577028258888,0.0607718018839258,xpack/torsomage_e04.dbr,character_attributeenergy_05.dbr,character_attributeenergy_05.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeenergy_05.dbr
Epic,Suffix,of Shelter,2.37010027347311,0.158006684898207,xpack/torsomage_e04.dbr,defensive_%protection_02.dbr,defensive_%protection_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\defensive_%protection_02.dbr
Epic,Suffix,of Expertise,3.6463081130355497,0.243087207535703,xpack/torsomage_e04.dbr,character_abilitydefensive_05.dbr,character_abilitydefensive_05.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_abilitydefensive_05.dbr
Epic,Suffix,of Clout,10.027347310847802,0.6684898207231851,xpack/torsomage_e04.dbr,character_attributestrength_04.dbr,character_attributestrength_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributestrength_04.dbr
Epic,Suffix,of Erudition,0.911577028258888,0.0607718018839258,xpack/torsomage_e04.dbr,character_attributeintelligence_05.dbr,character_attributeintelligence_05.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributeintelligence_05.dbr
Epic,Suffix,of Permanence,5.46946216955333,0.364630811303555,xpack/torsomage_e04.dbr,character_attributelife_05.dbr,character_attributelife_05.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\character_attributelife_05.dbr
Epic,Prefix,Mountaineer’s,0.910384068278805,0.0433516222989907,xpack/torsomelee_e04.dbr,rare_mountaineers_01.dbr,rare_mountaineers_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_mountaineers_01.dbr
Epic,Prefix,Lithe,6.201991465149361,0.29533292691187396,xpack/torsomelee_e04.dbr,character_reducedequipreq_02.dbr,character_reducedequipreq_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_reducedequipreq_02.dbr
Epic,Prefix,Curative,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_resistpoison_03.dbr,defensive_resistpoison_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpoison_03.dbr
Epic,Prefix,Resistant,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_resistcold_03.dbr,defensive_resistcold_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistcold_03.dbr
Epic,Prefix,Resistant,0.42674253200569,0.0203210729526519,xpack/torsomelee_e04.dbr,defensive_resistmulti_coldfire_03.dbr,defensive_resistmulti_coldfire_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_coldfire_03.dbr
Epic,Prefix,Savant's,13.6557610241821,0.6502743344848609,xpack/torsomelee_e04.dbr,character_attributeenergy_04.dbr,character_attributeenergy_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_04.dbr
Epic,Prefix,Veteran’s,1.22332859174964,0.0582537424642688,xpack/torsomelee_e04.dbr,rare_veteransarmor_01.dbr,rare_veteransarmor_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_veteransarmor_01.dbr
Epic,Prefix,Honor Guard’s,0.5689900426742529,0.0270947639368692,xpack/torsomelee_e04.dbr,rare_honorguards_03.dbr,rare_honorguards_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_03.dbr
Epic,Prefix,Stalwart,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_protection_07.dbr,defensive_protection_07.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_07.dbr
Epic,Prefix,Insulated,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_resistlightning_02.dbr,defensive_resistlightning_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistlightning_02.dbr
Epic,Prefix,Kingly,1.13798008534851,0.0541895278737384,xpack/torsomelee_e04.dbr,rare_kingly_01.dbr,rare_kingly_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_kingly_01.dbr
Epic,Prefix,Purifying,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_resistpoison_04.dbr,defensive_resistpoison_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpoison_04.dbr
Epic,Prefix,Insulated,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_resistcold_02.dbr,defensive_resistcold_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistcold_02.dbr
Epic,Prefix,Transcendent,0.48364153627311496,0.0230305493463388,xpack/torsomelee_e04.dbr,xpack/rare_allresists_01.dbr,rare_allresists_01.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_allresists_01.dbr
Epic,Prefix,Resistant,0.42674253200569,0.0203210729526519,xpack/torsomelee_e04.dbr,defensive_resistmulti_firelightning_03.dbr,defensive_resistmulti_firelightning_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_firelightning_03.dbr
Epic,Prefix,Honor Guard’s,0.22759601706970103,0.0108379055747477,xpack/torsomelee_e04.dbr,rare_honorguards_04.dbr,rare_honorguards_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_04.dbr
Epic,Prefix,Honor Guard’s,0.739687055476529,0.03522319311793,xpack/torsomelee_e04.dbr,rare_honorguards_02.dbr,rare_honorguards_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_02.dbr
Epic,Prefix,Robust,0.369843527738265,0.017611596558965,xpack/torsomelee_e04.dbr,rare_strlife_02.dbr,rare_strlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_02.dbr
Epic,Prefix,Mentor's,3.41394025604552,0.162568583621215,xpack/torsomelee_e04.dbr,character_attributeenergy_03.dbr,character_attributeenergy_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_03.dbr
Epic,Prefix,Staunch,14.224751066856301,0.67736909842173,xpack/torsomelee_e04.dbr,defensive_protection_06.dbr,defensive_protection_06.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_06.dbr
Epic,Prefix,Juggernaut’s,1.13798008534851,0.0541895278737384,xpack/torsomelee_e04.dbr,rare_juggernaught'sarmor_01.dbr,rare_juggernaught'sarmor_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_juggernaught'sarmor_01.dbr
Epic,Prefix,Exalted,0.5689900426742529,0.0270947639368692,xpack/torsomelee_e04.dbr,rare_exalted_01.dbr,rare_exalted_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_exalted_01.dbr
Epic,Prefix,Resistant,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_resistfire_03.dbr,defensive_resistfire_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistfire_03.dbr
Epic,Prefix,Resistant,0.42674253200569,0.0203210729526519,xpack/torsomelee_e04.dbr,defensive_resistmulti_lightningcold_03.dbr,defensive_resistmulti_lightningcold_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_lightningcold_03.dbr
Epic,Prefix,Tempered,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_resistpierce_03.dbr,defensive_resistpierce_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpierce_03.dbr
Epic,Prefix,Impenetrable,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_resistpierce_04.dbr,defensive_resistpierce_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpierce_04.dbr
Epic,Prefix,Rugged,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_protection_05.dbr,defensive_protection_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_05.dbr
Epic,Prefix,Hardy,0.256045519203414,0.0121926437715911,xpack/torsomelee_e04.dbr,rare_strlife_01.dbr,rare_strlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_01.dbr
Epic,Prefix,Defiled,0.369843527738265,0.017611596558965,xpack/torsomelee_e04.dbr,xpack/rare_negregenpoisonretal%poison_03.dbr,rare_negregenpoisonretal%poison_03.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_negregenpoisonretal%poison_03.dbr
Epic,Prefix,Resistant,7.112375533428169,0.338684549210865,xpack/torsomelee_e04.dbr,defensive_resistlightning_03.dbr,defensive_resistlightning_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistlightning_03.dbr
Epic,Prefix,Lustrous,0.5689900426742529,0.0270947639368692,xpack/torsomelee_e04.dbr,xpack/rare_demonprotectstrarmor_03.dbr,rare_demonprotectstrarmor_03.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_demonprotectstrarmor_03.dbr
Epic,Prefix,Philosopher's,1.13798008534851,0.0541895278737384,xpack/torsomelee_e04.dbr,character_attributeenergy_05.dbr,character_attributeenergy_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_05.dbr
Epic,Prefix,Insulated,1.4224751066856298,0.067736909842173,xpack/torsomelee_e04.dbr,defensive_resistfire_02.dbr,defensive_resistfire_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistfire_02.dbr
Epic,Prefix,Hale,0.312944523470839,0.0149021201652781,xpack/torsomelee_e04.dbr,rare_strlife_03.dbr,rare_strlife_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_03.dbr
Epic,Prefix,Molten,1.183970856102,0.0563795645762859,xpack/swordb_e04.dbr,rare_fireburn_02.dbr,rare_fireburn_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_fireburn_02.dbr
Epic,Prefix,Treacherous,0.910746812386157,0.0433688958279122,xpack/swordb_e04.dbr,rare_oa%currentlife_01.dbr,rare_oa%currentlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_01.dbr
Epic,Prefix,Herculean,0.27322404371584696,0.0130106687483737,xpack/swordb_e04.dbr,rare_%dmgstr_03.dbr,rare_%dmgstr_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgstr_03.dbr
Epic,Prefix,Murderous,1.36612021857923,0.0650533437418683,xpack/swordb_e04.dbr,rare_oa%currentlife_02.dbr,rare_oa%currentlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_02.dbr
Epic,Prefix,Merciless,1.36612021857923,0.0650533437418683,xpack/swordb_e04.dbr,rare_oa%dmg_05.dbr,rare_oa%dmg_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_05.dbr
Epic,Prefix,Volcanic,1.183970856102,0.0563795645762859,xpack/swordb_e04.dbr,rare_fireburn_03.dbr,rare_fireburn_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_fireburn_03.dbr
Epic,Prefix,Titanic,1.183970856102,0.0563795645762859,xpack/swordb_e04.dbr,rare_%dmgstr_02.dbr,rare_%dmgstr_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgstr_02.dbr
Epic,Prefix,Dreadful,3.18761384335155,0.15179113539769298,xpack/swordb_e04.dbr,rare_dreadful_weapon_04.dbr,rare_dreadful_weapon_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_04.dbr
Epic,Prefix,Savage,0.4553734061930779,0.0216844479139561,xpack/swordb_e04.dbr,rare_oa%dmg_06.dbr,rare_oa%dmg_06.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_06.dbr
Epic,Prefix,Rogue's,6.83060109289618,0.325266718709342,xpack/swordb_e04.dbr,character_skillmasteryd_01.dbr,character_skillmasteryd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryd_01.dbr
Epic,Prefix,Arctic,1.183970856102,0.0563795645762859,xpack/swordb_e04.dbr,rare_coldslow_03.dbr,rare_coldslow_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_coldslow_03.dbr
Epic,Prefix,Glacial,1.183970856102,0.0563795645762859,xpack/swordb_e04.dbr,rare_coldslow_02.dbr,rare_coldslow_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_coldslow_02.dbr
Epic,Prefix,Puncturing,1.36612021857923,0.0650533437418683,xpack/swordb_e04.dbr,rare_piercebleed_04.dbr,rare_piercebleed_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_piercebleed_04.dbr
Epic,Prefix,Perforating,0.910746812386157,0.0433688958279122,xpack/swordb_e04.dbr,rare_piercebleed_03.dbr,rare_piercebleed_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_piercebleed_03.dbr
Epic,Prefix,Treacherous,2.27686703096539,0.10842223956978099,xpack/swordb_e04.dbr,rare_oa%currentlife_01.dbr,rare_oa%currentlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_01.dbr
Epic,Prefix,Murderous,2.27686703096539,0.10842223956978099,xpack/swordb_e04.dbr,rare_oa%currentlife_02.dbr,rare_oa%currentlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%currentlife_02.dbr
Epic,Prefix,Relentless,2.18579234972678,0.104085349986989,xpack/swordb_e04.dbr,rare_%dmgatkspd_01.dbr,rare_%dmgatkspd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgatkspd_01.dbr
Epic,Prefix,Ruthless,0.4553734061930779,0.0216844479139561,xpack/swordb_e04.dbr,rare_oa%dmg_04.dbr,rare_oa%dmg_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_oa%dmg_04.dbr
Epic,Prefix,Cyclopean,0.910746812386157,0.0433688958279122,xpack/swordb_e04.dbr,rare_%dmgstr_01.dbr,rare_%dmgstr_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgstr_01.dbr
Epic,Prefix,Lithe,54.644808743169406,2.60213374967473,xpack/swordb_e04.dbr,character_reducedequipreq_02.dbr,character_reducedequipreq_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_reducedequipreq_02.dbr
Epic,Prefix,Veteran’s,3.82513661202186,0.182149362477231,xpack/swordb_e04.dbr,rare_veteransweapon_01.dbr,rare_veteransweapon_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_veteransweapon_01.dbr
Epic,Prefix,Dreadful,2.18579234972678,0.104085349986989,xpack/swordb_e04.dbr,rare_dreadful_weapon_05.dbr,rare_dreadful_weapon_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_dreadful_weapon_05.dbr
Epic,Prefix,Relentless,1.82149362477231,0.0867377916558244,xpack/swordb_e04.dbr,rare_%dmgatkspd_01.dbr,rare_%dmgatkspd_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_%dmgatkspd_01.dbr
Epic,Prefix,Assassin's,6.83060109289618,0.325266718709342,xpack/swordb_e04.dbr,character_skillmasteryd_02.dbr,character_skillmasteryd_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_skillmasteryd_02.dbr
Epic,Suffix,of Necromancy,8.28958275766786,0.552638850511191,xpack/clubb_e04.dbr,offensive_+%damage to undead_01.dbr,offensive_+%damage to undead_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage to undead_01.dbr
Epic,Suffix,of Thunder,1.1605415860735,0.0773694390715667,xpack/clubb_e04.dbr,offensive_+%lightning_01.dbr,offensive_+%lightning_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%lightning_01.dbr
Epic,Suffix,of Fire,1.1605415860735,0.0773694390715667,xpack/clubb_e04.dbr,offensive_+%fire_01.dbr,offensive_+%fire_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%fire_01.dbr
Epic,Suffix,of Ice,2.48687482730036,0.165791655153357,xpack/clubb_e04.dbr,offensive_+%cold_02.dbr,offensive_+%cold_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%cold_02.dbr
Epic,Suffix,of Havoc,0.690798563138989,0.0460532375425992,xpack/clubb_e04.dbr,rare_%damagestun_03.dbr,rare_%damagestun_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_%damagestun_03.dbr
Epic,Suffix,of Sulfur,3.7303122409505405,0.24868748273003602,xpack/clubb_e04.dbr,offensive_+%fire_03.dbr,offensive_+%fire_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%fire_03.dbr
Epic,Suffix,of Demonology,8.28958275766786,0.552638850511191,xpack/clubb_e04.dbr,offensive_+%damage to demons_01.dbr,offensive_+%damage to demons_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage to demons_01.dbr
Epic,Suffix,of the Betrayer,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,rare_betrayer_01.dbr,rare_betrayer_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_betrayer_01.dbr
Epic,Suffix,of Devouring,5.52638850511191,0.36842590034079403,xpack/clubb_e04.dbr,offensive_damage%lifeleech_02.dbr,offensive_damage%lifeleech_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_damage%lifeleech_02.dbr
Epic,Suffix,of Feasting,5.52638850511191,0.36842590034079403,xpack/clubb_e04.dbr,offensive_damage%lifeleech_01.dbr,offensive_damage%lifeleech_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_damage%lifeleech_01.dbr
Epic,Suffix,of Devastation,5.52638850511191,0.36842590034079403,xpack/clubb_e04.dbr,offensive_+%damage_03.dbr,offensive_+%damage_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage_03.dbr
Epic,Suffix,of Corrosion,8.28958275766786,0.552638850511191,xpack/clubb_e04.dbr,offensive_reducedprotection_02.dbr,offensive_reducedprotection_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_reducedprotection_02.dbr
Epic,Suffix,of Chaos,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,rare_%damagestun_02.dbr,rare_%damagestun_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_%damagestun_02.dbr
Epic,Suffix,of Annihilation,5.19480519480519,0.346320346320346,xpack/clubb_e04.dbr,offensive_+%damage_04.dbr,offensive_+%damage_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage_04.dbr
Epic,Suffix,of Stunning,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,offensive_stun_02.dbr,offensive_stun_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_stun_02.dbr
Epic,Suffix,of the Siren,2.07239568941697,0.138159712627798,xpack/clubb_e04.dbr,rare_siren_01.dbr,rare_siren_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_siren_01.dbr
Epic,Suffix,of the Storm,3.7303122409505405,0.24868748273003602,xpack/clubb_e04.dbr,offensive_+%lightning_03.dbr,offensive_+%lightning_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%lightning_03.dbr
Epic,Suffix,of Mayhem,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,rare_%damagestun_01.dbr,rare_%damagestun_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\rare_%damagestun_01.dbr
Epic,Suffix,of Ruin,9.67117988394584,0.644745325596389,xpack/clubb_e04.dbr,offensive_reducedprotection_04.dbr,offensive_reducedprotection_04.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_reducedprotection_04.dbr
Epic,Suffix,of Carnage,2.2105554020447595,0.147370360136318,xpack/clubb_e04.dbr,offensive_+%damage_02.dbr,offensive_+%damage_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%damage_02.dbr
Epic,Suffix,of Frost,1.1605415860735,0.0773694390715667,xpack/clubb_e04.dbr,offensive_+%cold_01.dbr,offensive_+%cold_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%cold_01.dbr
Epic,Suffix,of Dissolution,8.28958275766786,0.552638850511191,xpack/clubb_e04.dbr,offensive_reducedprotection_03.dbr,offensive_reducedprotection_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_reducedprotection_03.dbr
Epic,Suffix,of Dazing,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,offensive_stun_01.dbr,offensive_stun_01.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_stun_01.dbr
Epic,Suffix,of Rime,3.7303122409505405,0.24868748273003602,xpack/clubb_e04.dbr,offensive_+%cold_03.dbr,offensive_+%cold_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%cold_03.dbr
Epic,Suffix,of Paralysis,1.3815971262779798,0.0921064750851985,xpack/clubb_e04.dbr,offensive_stun_03.dbr,offensive_stun_03.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_stun_03.dbr
Epic,Suffix,of Flame,2.48687482730036,0.165791655153357,xpack/clubb_e04.dbr,offensive_+%fire_02.dbr,offensive_+%fire_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%fire_02.dbr
Epic,Suffix,of Lightning,2.48687482730036,0.165791655153357,xpack/clubb_e04.dbr,offensive_+%lightning_02.dbr,offensive_+%lightning_02.dbr,Original,records\item\lootmagicalaffixes\Suffix\default\offensive_+%lightning_02.dbr
Epic,Prefix,Resistant,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_resistlightning_03.dbr,defensive_resistlightning_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistlightning_03.dbr
Epic,Prefix,Defiled,0.379229871645274,0.0180585653164416,xpack/torsomage_e04.dbr,xpack/rare_negregenpoisonretal%poison_03.dbr,rare_negregenpoisonretal%poison_03.dbr,xpack,records\xpack\item\lootmagicalaffixes\Prefix\default\rare_negregenpoisonretal%poison_03.dbr
Epic,Prefix,Hardy,0.262543757292882,0.0125020836806134,xpack/torsomage_e04.dbr,rare_strlife_01.dbr,rare_strlife_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_01.dbr
Epic,Prefix,Rugged,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_protection_05.dbr,defensive_protection_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_05.dbr
Epic,Prefix,Impenetrable,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_resistpierce_04.dbr,defensive_resistpierce_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpierce_04.dbr
Epic,Prefix,Philosopher's,1.1668611435239198,0.0555648163582819,xpack/torsomage_e04.dbr,character_attributeenergy_05.dbr,character_attributeenergy_05.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_05.dbr
Epic,Prefix,Insulated,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_resistfire_02.dbr,defensive_resistfire_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistfire_02.dbr
Epic,Prefix,Hale,0.320886814469078,0.0152803244985275,xpack/torsomage_e04.dbr,rare_strlife_03.dbr,rare_strlife_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_03.dbr
Epic,Prefix,Resistant,0.43757292882147,0.0208368061343557,xpack/torsomage_e04.dbr,defensive_resistmulti_firelightning_03.dbr,defensive_resistmulti_firelightning_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_firelightning_03.dbr
Epic,Prefix,Honor Guard’s,0.233372228704784,0.0111129632716564,xpack/torsomage_e04.dbr,rare_honorguards_04.dbr,rare_honorguards_04.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_04.dbr
Epic,Prefix,Aristotle's,0.816802800466744,0.0388953714507974,xpack/torsomage_e04.dbr,rare_intmana_02.dbr,rare_intmana_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_intmana_02.dbr
Epic,Prefix,Robust,0.379229871645274,0.0180585653164416,xpack/torsomage_e04.dbr,rare_strlife_02.dbr,rare_strlife_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_strlife_02.dbr
Epic,Prefix,Honor Guard’s,0.758459743290548,0.0361171306328833,xpack/torsomage_e04.dbr,rare_honorguards_02.dbr,rare_honorguards_02.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_honorguards_02.dbr
Epic,Prefix,Staunch,14.585764294049001,0.6945602044785238,xpack/torsomage_e04.dbr,defensive_protection_06.dbr,defensive_protection_06.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_protection_06.dbr
Epic,Prefix,Mentor's,3.50058343057176,0.166694449074846,xpack/torsomage_e04.dbr,character_attributeenergy_03.dbr,character_attributeenergy_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\character_attributeenergy_03.dbr
Epic,Prefix,Resistant,0.43757292882147,0.0208368061343557,xpack/torsomage_e04.dbr,defensive_resistmulti_lightningcold_03.dbr,defensive_resistmulti_lightningcold_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistmulti_lightningcold_03.dbr
Epic,Prefix,Resistant,7.292882147024501,0.3472801022392619,xpack/torsomage_e04.dbr,defensive_resistfire_03.dbr,defensive_resistfire_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistfire_03.dbr
Epic,Prefix,Exalted,0.5834305717619599,0.027782408179141002,xpack/torsomage_e04.dbr,rare_exalted_01.dbr,rare_exalted_01.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\rare_exalted_01.dbr
Epic,Prefix,Tempered,1.4585764294048997,0.0694560204478524,xpack/torsomage_e04.dbr,defensive_resistpierce_03.dbr,defensive_resistpierce_03.dbr,Original,records\item\lootmagicalaffixes\Prefix\default\defensive_resistpierce_03.dbr
