id,dbr,isit,find
tagMIArmor040,item\equipmenthelm\mi_e_ichthianmage.dbr,false,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$"
tagMIWeapon011,item\equipmentweapon\club\mi_e_ichthianmelee.dbr,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
tagMIArmor060,item\equipmentarmor\mi_e_ichthianmelee.dbr,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
tagMIWeapon014,item\equipmentweapon\spear\mi_e_ichthianmelee.dbr,false,"All Trappers, @act03$"
tagMIArmor008,item\equipmentarmband\mi_e_jackalmanmage.dbr,false,"All Shamans, @act02$"
tagMIArmor041,item\equipmenthelm\mi_e_jackalmanmage.dbr,false,"All Shamans, Acolyte, Adept; Heroes: Akiiki, Yazid, @act02$"
tagMIArmor061,item\equipmentarmor\mi_e_jackalmanmage.dbr,false,"All Shamans, @act02$"
tagMIArmor009,item\equipmentarmband\mi_e_jackalmanmelee.dbr,false,"All Berserkers; Hero: Slobberjaw, @act02$"
tagMIArmor062,item\equipmentarmor\mi_e_jackalmanmelee.dbr,false,"All Berserkers; Hero: Slobberjaw, @act02$"
tagMIArmor082,item\equipmenthelm\mi_e_liche.dbr,false,"All Abyssal Liches, @act03$"
tagMIWeapon019,item\equipmentweapon\staff\mi_e_liche.dbr,false,"All Abyssal Liches, @act03$"
tagMIArmor010,item\equipmentarmband\mi_e_minotaur.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIArmor063,item\equipmentarmor\mi_e_minotaur.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIWeapon005,item\equipmentweapon\axe\mi_e_minotaurlord.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIArmor042,item\equipmenthelm\mi_e_mummy.dbr,false,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor064,item\equipmentarmor\mi_e_mummy.dbr,false,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor025,item\equipmentgreaves\mi_e_mummy.dbr,false,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor011,item\equipmentarmband\mi_e_mummy.dbr,false,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor065,item\equipmentarmor\mi_e_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor012,item\equipmentarmband\mi_e_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor026,item\equipmentgreaves\mi_e_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor043,item\equipmenthelm\mi_e_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor044,item\equipmenthelm\mi_e_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor066,item\equipmentarmor\mi_e_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor013,item\equipmentarmband\mi_e_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIWeapon006,item\equipmentweapon\axe\mi_e_neanderthalmelee.dbr,false,"Warrior, Warchief, @act03$"
tagMIArmor027,item\equipmentgreaves\mi_e_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor067,item\equipmentarmor\mi_e_ratmanarcher.dbr,false,"All Archers, Temple of Marduk, @act03$"
tagMIArmor045,item\equipmenthelm\mi_e_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor014,item\equipmentarmband\mi_e_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor028,item\equipmentgreaves\mi_e_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor068,item\equipmentarmor\mi_e_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor069,item\equipmentarmor\mi_e_ratmanmelee.dbr,false,"Minion, Warrior, Temple of Marduk, @act03$"
tagMIArmor015,item\equipmentarmband\mi_e_reptilian.dbr,false,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$"
tagMIArmor070,item\equipmentarmor\mi_e_reptilian.dbr,false,"Overseer, Centurion, Hulking Centurion; Heroes: Barroc, Drottuc, Ssark, @act02$"
tagMIWeapon009,item\equipmentweapon\bow\mi_e_satyrbrigand.dbr,false,"Boar Rider, Pillager, @act01$"
tagMIArmor071,item\equipmentarmor\mi_e_satyrbrute.dbr,false,"Guardian; Hero: Warchief Paphos, @act01$"
tagMIWeapon012,item\equipmentweapon\club\mi_e_satyrguardian.dbr,false,"Guardian; Hero: Warchief Paphos, @act01$"
tagMIArmor046,item\equipmenthelm\mi_e_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIWeapon015,item\equipmentweapon\staff\mi_e_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIArmor016,item\equipmentarmband\mi_e_satyrmage.dbr,false,"All mages; Heroes: Algos, Drusil, Fernos, Nesis, @act01$"
tagMIArmor072,item\equipmentarmor\mi_e_telkine.dbr,false,"Megalesios, Minoan Labyrinth, @act01$"
tagMIArmor017,item\equipmentarmband\mi_e_telkine.dbr,false,"Megalesios, Minoan Labyrinth, @act01$"
tagMIArmor073,item\equipmentarmor\mi_e_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIWeapon007,item\equipmentweapon\axe\mi_e_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIArmor047,item\equipmenthelm\mi_e_tigermanchampion.dbr,false,"War Lord, Pack Leader; Hero: Jun Shan, @act03$"
tagMIArmor074,item\equipmentarmor\mi_e_tigermanmage.dbr,false,"Adept, Acolyte, Sorcerer, Elite Sorcerer; Heroes: Miao Miao, Shao Hsin, @act03$"
tagMIArmor048,item\equipmenthelm\mi_e_tigermanmage.dbr,false,"Adept, Acolyte, Sorcerer, Elite Sorcerer; Heroes: Miao Miao, Shao Hsin, @act03$"
tagMIWeapon017,item\equipmentweapon\sword\mi_e_tigermanmelee.dbr,false,"Prowler, Elite Prowler, @act03$"
tagMIArmor075,item\equipmentarmor\mi_e_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIArmor030,item\equipmentgreaves\mi_e_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIArmor018,item\equipmentarmband\mi_e_tigermanmelee.dbr,false,"Prowler, Elite Prowler, Archer, Elite Archer, @act03$"
tagMIWeapon003,item\equipmentshield\mi_e_tropicalarachnos.dbr,false,"Drone, Soldier, Veteran Soldier, Elite Soldier, @act03$"
tagMIArmor019,item\equipmentarmband\mi_e_tropicalarachnos.dbr,false,"Drone, Soldier, Veteran Soldier, Elite Soldier, Deathspinner; Hero: Prince Ch'kik't, @act03$"
tagMIArmor076,item\equipmentarmor\mi_e_tropicalarachnos.dbr,false,"All Arachnos; Hero: Prince Ch'kik't, @act03$"
tagMIArmor049,item\equipmenthelm\mi_e_tropicalarachnos.dbr,false,"All Arachnos; Hero: Prince Ch'kik't, @act03$"
tagMIArmor020,item\equipmentarmband\mi_e_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor077,item\equipmentarmor\mi_e_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor031,item\equipmentgreaves\mi_e_wraith.dbr,false,"All Drowned Sailors, @act01$"
tagMIArmor078,item\equipmentarmor\mi_e_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
tagMIArmor032,item\equipmentgreaves\mi_e_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
tagMIArmor021,item\equipmentarmband\mi_e_yerren.dbr,false,"Chieftain; Heroes: Mountain Strider, Swiftstream, Wolfbiter, @act03$"
xtagMIArmor001,xpack\item\equipmentarmor\armband\mi_e_anouranmage.dbr,true,"Witch Doctor; Hero: Schlilsh, @act04$"
xtagMIArmor010,xpack\item\equipmentarmor\greaves\mi_e_anouranmage.dbr,true,"Witch Doctor; Hero: Schlilsh, @act04$"
xtagMIArmor035,xpack\item\equipmentarmor\torso\mi_e_anouranmage.dbr,true,"Witch Doctor; Heroes: Schlilsh, Wood-Ear, @act04$"
xtagMIWeapon005,xpack\item\equipmentweapons\bow\mi_e_anouran.dbr,true,"All Hunters, @act04$"
xtagMIArmor002,xpack\item\equipmentarmor\armband\mi_e_anouranmelee.dbr,true,"All Anourans; Hero: Longbellow, @act04$"
xtagMIArmor036,xpack\item\equipmentarmor\torso\mi_e_anouranmelee.dbr,true,"All Anourans; Heroes: Longbellow, Gleek, @act04$"
xtagMIArmor011,xpack\item\equipmentarmor\greaves\mi_e_anouranmelee.dbr,true,"All Anourans; Hero: Longbellow, @act04$"
xtagMIWeapon009,xpack\item\equipmentweapons\spear\mi_e_anouran.dbr,true,"Pygmy, @act04$"
xtagMIWeapon013,xpack\item\equipmentweapons\sword\mi_e_anouran.dbr,true,"Tribesman, Bullfrog; Heroes: Gleek, Longbellow, @act04$"
xtagMIWeapon008,xpack\item\equipmentweapons\club\mi_e_anteok.dbr,true,"Archon; Heroes: Myrto, Elatos, @act04$"
xtagMIArmor003,xpack\item\equipmentarmor\armband\mi_e_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIWeapon011,xpack\item\equipmentweapons\staff\mi_e_empousa.dbr,true,"All Empusa, @act04$"
xtagMIArmor037,xpack\item\equipmentarmor\torso\mi_e_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor022,xpack\item\equipmentarmor\helm\mi_e_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor012,xpack\item\equipmentarmor\greaves\mi_e_empusamage.dbr,true,"All Empusa, @act04$"
xtagMIArmor024,xpack\item\equipmentarmor\helm\mi_e_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor014,xpack\item\equipmentarmor\greaves\mi_e_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor039,xpack\item\equipmentarmor\torso\mi_e_formicidmage02.dbr,true,"All Priestesses; Hero: Queen K'kiitr, Styx, @act04$"
xtagMIArmor041,xpack\item\equipmentarmor\torso\mi_e_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor016,xpack\item\equipmentarmor\greaves\mi_e_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor026,xpack\item\equipmentarmor\helm\mi_e_formicidmelee02.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIWeapon003,xpack\item\equipmentweapons\axe\mi_e_formicid.dbr,true,"Soldier, Corporal, Captain, Phallanx Commander; Hero: General Ptch'k'k'ath, Styx, @act04$"
xtagMIArmor023,xpack\item\equipmentarmor\helm\mi_e_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor013,xpack\item\equipmentarmor\greaves\mi_e_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor038,xpack\item\equipmentarmor\torso\mi_e_formicidmage01.dbr,true,"All Priestesses; Hero: Queen Ch'Kra, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor040,xpack\item\equipmentarmor\torso\mi_e_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor015,xpack\item\equipmentarmor\greaves\mi_e_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor025,xpack\item\equipmentarmor\helm\mi_e_formicidmelee01.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIWeapon001,xpack\item\equipmentweapons\shield\mi_e_formicid.dbr,true,"Drone, Soldier, Corporal, Captain; Hero: General Yrrt'ik, Ampelian Cave, Medea's Grove, @act04$"
xtagMIArmor028,xpack\item\equipmentarmor\helm\mi_e_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor135,xpack\item\equipmentarmor\torso\mi_e_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor136,xpack\item\equipmentarmor\armband\mi_e_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagUArmor137,xpack\item\equipmentarmor\greaves\mi_e_gigantesmelee02.dbr,true,"Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagMIArmor042,xpack\item\equipmentarmor\torso\mi_e_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor004,xpack\item\equipmentarmor\armband\mi_e_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor027,xpack\item\equipmentarmor\helm\mi_e_gigantesmelee01.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIArmor017,xpack\item\equipmentarmor\greaves\mi_e_gigantesmelee.dbr,true,"Armorite, Vanguard, @act04$"
xtagMIWeapon006,xpack\item\equipmentweapons\club\mi_e_gigantes.dbr,true,"Armorite, Dactyl, Vindicator; Heroes: Ephialtes, Polybotes, Warden of Souls, @act04$"
xtagMIWeapon002,xpack\item\equipmentweapons\shield\mi_e_gigantes.dbr,true,"Armorite, Dactyl; Hero: Ephialtes, @act04$"
xtagMIArmor044,xpack\item\equipmentarmor\torso\mi_e_keresmelee.dbr,true,"Flayer; Hero: Anaplekte, @act04$"
xtagMIArmor030,xpack\item\equipmentarmor\helm\mi_e_keresmelee.dbr,true,"Flayer; Hero: Anaplekte, @act04$"
xtagMIArmor005,xpack\item\equipmentarmor\armband\mi_e_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor043,xpack\item\equipmentarmor\torso\mi_e_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIWeapon012,xpack\item\equipmentweapons\staff\mi_e_keres.dbr,true,"Witch, Witch Queen, @act04$"
xtagMIArmor018,xpack\item\equipmentarmor\greaves\mi_e_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor029,xpack\item\equipmentarmor\helm\mi_e_keresmage.dbr,true,"Witch, Witch Queen; Hero: Akhlys, @act04$"
xtagMIArmor006,xpack\item\equipmentarmor\armband\mi_e_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor045,xpack\item\equipmentarmor\torso\mi_e_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor031,xpack\item\equipmentarmor\helm\mi_e_lamiamelee.dbr,true,"Lancer, Ravager, Dark Ranger, Clan Mistress; Heroes: Damaris, Hilaera, @act04$"
xtagMIArmor032,xpack\item\equipmentarmor\helm\mi_e_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor046,xpack\item\equipmentarmor\torso\mi_e_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor007,xpack\item\equipmentarmor\armband\mi_e_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIWeapon004,xpack\item\equipmentweapons\axe\mi_e_machae.dbr,true,"Scout, Guard, @act04$"
xtagMIArmor019,xpack\item\equipmentarmor\greaves\mi_e_machaemelee.dbr,true,"All Machae, @act04$"
xtagMIArmor008,xpack\item\equipmentarmor\armband\mi_e_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor047,xpack\item\equipmentarmor\torso\mi_e_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor020,xpack\item\equipmentarmor\greaves\mi_e_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIArmor033,xpack\item\equipmentarmor\helm\mi_e_melinoemage.dbr,true,"Blood Acolyte, Blood Adept, Blood Witch; Hero: Endeis, @act04$"
xtagMIWeapon014,xpack\item\equipmentweapons\sword\mi_e_melinoe.dbr,true,"Blade Maiden, Blade Dancer; Hero: Anysia, @act04$"
xtagMIWeapon010,xpack\item\equipmentweapons\spear\mi_e_melinoe.dbr,true,"Spear Runner, Elite Spear Runner; Hero: Hekaline, @act04$"
xtagMIArmor034,xpack\item\equipmentarmor\helm\mi_e_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIWeapon007,xpack\item\equipmentweapons\club\mi_e_troglodyte.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIArmor021,xpack\item\equipmentarmor\greaves\mi_e_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
xtagMIArmor009,xpack\item\equipmentarmor\armband\mi_e_troglodytemelee.dbr,true,"Berserker, Savage, Stonegrinder, Jailor; Heroes: Thane Kaorak, Warrag Hammerfist, @act04$"
tagMIWeapon001,item\equipmentshield\mi_l_arachnos.dbr,false,"All Arachnos, @act01$"
tagMIArmor050,item\equipmentarmor\mi_l_arachnos.dbr,false,"All Arachnos, @act01$"
tagMIWeapon016,item\equipmentweapon\sword\mi_l_arachnos.dbr,false,"All Arachnos, @act01$"
tagMIArmor033,item\equipmenthelm\mi_l_arachnos.dbr,false,"All Arachnos, @act01$"
tagMIArmor001,item\equipmentarmband\mi_l_arachnos.dbr,false,"All Arachnos, @act01$"
tagMIArmor002,item\equipmentarmband\mi_l_bandari.dbr,false,"Bandari, Palace of Chang'an, @act03$"
tagMIArmor034,item\equipmenthelm\mi_l_bandari.dbr,false,"Bandari, Palace of Chang'an, @act03$"
tagMIArmor022,item\equipmentgreaves\mi_l_bandari.dbr,false,"Bandari, Palace of Chang'an, @act03$"
tagMIArmor051,item\equipmentarmor\mi_l_bandari.dbr,false,"Bandari, Palace of Chang'an, @act03$"
tagMIArmor052,item\equipmentarmor\mi_l_boarman.dbr,false,"All Boarmen, @act01$"
tagMIArmor081,item\equipmentarmband\mi_l_boarman.dbr,false,"All Boarmen, @act01$"
tagMIArmor035,item\equipmenthelm\mi_l_centaur.dbr,false,"Elder, Patriarch, @act01$"
tagMIWeapon002,item\equipmentshield\mi_l_centaur.dbr,false,"Elder, Patriarch, Marauder, Nessus, @act01$"
tagMIArmor053,item\equipmentarmor\mi_l_centaur.dbr,false,"All Centaurs, @act01$"
tagMIWeapon013,item\equipmentweapon\spear\mi_l_centaurtrapper.dbr,false,"Trapper; Heroes: Mulgor Flamespear, Sergos Longstride, @act01$"
tagMIWeapon010,item\equipmentweapon\club\mi_l_cyclops.dbr,false,"Polyphemus, Cyclops' Lair, @act01$"
tagMIArmor079,item\equipmenthelm\mi_l_deserthag.dbr,false,"All Desert Hags, @act02$"
tagMIArmor003,item\equipmentarmband\mi_l_djinn.dbr,false,"All Djinns, @act03$"
tagMIWeapon004,item\equipmentweapon\axe\mi_l_dragonian.dbr,false,"Headhunter, Ravager, @act03$"
tagMIArmor054,item\equipmentarmor\mi_l_dragonian.dbr,false,"All Dragonians except mages, @act03$"
tagMIWeapon008,item\equipmentweapon\bow\mi_l_duneraider.dbr,false,"All Pillagers, Iznu, @act02$"
tagMIArmor004,item\equipmentarmband\mi_l_duneraider.dbr,false,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$"
tagMIArmor055,item\equipmentarmor\mi_l_duneraider.dbr,false,"All Assassins; Heroes: Badru, Najja, Faceless One, @act02$"
tagMIArmor023,item\equipmentgreaves\mi_l_duneraider.dbr,false,"All Assassins, all Marauders; Heroes: Badru, Najja, Faceless One, @act02$"
tagMIArmor080,item\equipmentarmor\mi_l_duneraiderb.dbr,false,"All Pillagers, Iznu, @act02$"
tagMIArmor036,item\equipmenthelm\mi_l_goldenskeleton.dbr,false,"All Gilded Dead, Valley of Kings, @act02$"
tagMIArmor024,item\equipmentgreaves\mi_l_goldenskeleton.dbr,false,"All Gilded Dead, Valley of Kings, @act02$"
tagMIArmor005,item\equipmentarmband\mi_l_goldenskeleton.dbr,false,"All Gilded Dead, Valley of Kings, @act02$"
tagMIArmor056,item\equipmentarmor\mi_l_goldenskeleton.dbr,false,"All Gilded Dead, Valley of Kings, @act02$"
tagMIArmor037,item\equipmenthelm\mi_l_gorgon.dbr,false,"All Gorgons except Guards, Euryale, Medusa, Stheno, @act01$"
tagMIArmor006,item\equipmentarmband\mi_l_gorgonarcher.dbr,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
tagMIArmor038,item\equipmenthelm\mi_l_gorgonarcher.dbr,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
tagMIArmor057,item\equipmentarmor\mi_l_gorgonarcher.dbr,false,"Geomancer, Profaner; Heroes: Cenobia, Iolanthe; Euryale, Medusa, Stheno, @act01$"
tagMIArmor039,item\equipmenthelm\mi_l_gorgonmelee.dbr,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
tagMIArmor058,item\equipmentarmor\mi_l_gorgonmelee.dbr,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
tagMIArmor007,item\equipmentarmband\mi_l_gorgonmelee.dbr,false,"Guard, Archer, Slayer; Hero: Keleos, @act01$"
tagMIArmor059,item\equipmentarmor\mi_l_ichthianmage.dbr,false,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$"
tagMIArmor040,item\equipmenthelm\mi_l_ichthianmage.dbr,false,"All Bonecasters, all Shamans, Shaman's Apprentice, @act03$"
tagMIWeapon011,item\equipmentweapon\club\mi_l_ichthianmelee.dbr,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
tagMIArmor060,item\equipmentarmor\mi_l_ichthianmelee.dbr,false,"Myrmidon, Piscean Warrior, Lord of the Deep; Heroes: Cenon, Melchior, Mehrdad, @act03$"
tagMIWeapon014,item\equipmentweapon\spear\mi_l_ichthianmelee.dbr,false,"All Trappers, @act03$"
tagMIArmor008,item\equipmentarmband\mi_l_jackalmanmage.dbr,false,"All Shamans, @act02$"
tagMIArmor041,item\equipmenthelm\mi_l_jackalmanmage.dbr,false,"All Shamans, Acolyte, Adept; Heroes: Akiiki, Yazid, @act02$"
tagMIArmor061,item\equipmentarmor\mi_l_jackalmanmage.dbr,false,"All Shamans, @act02$"
tagMIArmor009,item\equipmentarmband\mi_l_jackalmanmelee.dbr,false,"All Berserkers; Hero: Slobberjaw, @act02$"
tagMIArmor062,item\equipmentarmor\mi_l_jackalmanmelee.dbr,false,"All Berserkers; Hero: Slobberjaw, @act02$"
tagMIArmor082,item\equipmenthelm\mi_l_liche.dbr,false,"All Abyssal Liches, @act03$"
tagMIWeapon019,item\equipmentweapon\staff\mi_l_liche.dbr,false,"All Abyssal Liches, @act03$"
tagMIArmor010,item\equipmentarmband\mi_l_minotaur.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIArmor063,item\equipmentarmor\mi_l_minotaur.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIWeapon005,item\equipmentweapon\axe\mi_l_minotaurlord.dbr,false,"Minotaur, Minoan Labyrinth, @act01$"
tagMIArmor042,item\equipmenthelm\mi_l_mummy.dbr,false,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor064,item\equipmentarmor\mi_l_mummy.dbr,false,"All Embalmed Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor025,item\equipmentgreaves\mi_l_mummy.dbr,false,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor011,item\equipmentarmband\mi_l_mummy.dbr,false,"All Embalmed Dead, all Desiccated Dead; Heroes: Hanif, Nexeu, Senusnet Mal, @act02$"
tagMIArmor065,item\equipmentarmor\mi_l_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor012,item\equipmentarmband\mi_l_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor026,item\equipmentgreaves\mi_l_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor043,item\equipmenthelm\mi_l_neanderthalmage.dbr,false,"Bonecaster, Shaman, Shaman's Apprentice, @act03$"
tagMIArmor044,item\equipmenthelm\mi_l_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor066,item\equipmentarmor\mi_l_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor013,item\equipmentarmband\mi_l_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIWeapon006,item\equipmentweapon\axe\mi_l_neanderthalmelee.dbr,false,"Warrior, Warchief, @act03$"
tagMIArmor027,item\equipmentgreaves\mi_l_neanderthalmelee.dbr,false,"Saber Rider, Warrior, Warchief, Hunter, Trapper; Heroes: Grom, Korat Bearkin, @act03$"
tagMIArmor067,item\equipmentarmor\mi_l_ratmanarcher.dbr,false,"All Archers, Temple of Marduk, @act03$"
tagMIArmor045,item\equipmenthelm\mi_l_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor014,item\equipmentarmband\mi_l_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor028,item\equipmentgreaves\mi_l_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
tagMIArmor068,item\equipmentarmor\mi_l_ratmanchampion.dbr,false,"Vermin King; Heroes: Wheedletongue, Fesil, Sinnet, Temple of Marduk, @act03$"
